id,source_file,line_number,braille,mathml,model_response,prompt_tokens,completion_tokens,response_time_seconds
11,nemeth.brls,1872,⠼⠴⠨⠒⠈⠴⠨⠌⠆⠀⠨⠅⠀⠼⠴⠨⠂⠢⠈⠴,"<math><mrow><mn>0.3</mn><mi mathvariant=""normal"">%</mi><mo>÷</mo><mn>2</mn><mo>=</mo><mn>0.15</mn><mi mathvariant=""normal"">%</mi></mrow></math>",<math><mrow><mn>0.3</mn><mo>×</mo><msup><mn>10</mn><mn>2</mn></msup><mo>=</mo><mn>0.13</mn><mo>×</mo><msup><mn>10</mn><mn>2</mn></msup></mrow></math>,2405,82,0.16
12,nemeth.brls,1158,⠭⠀⠨⠅⠀⠤⠼⠂,<math><mrow><mi>x</mi><mo>=</mo><mn>−1</mn></mrow></math>,<math><mrow><mi>x</mi><mo>=</mo><mn>−1</mn></mrow></math>,2382,29,0.16
13,nemeth.brls,2114,⠋⠷⠭⠾⠀⠨⠅⠀⠹⠂⠌⠦⠼,"<math><mrow><mi>f</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>=</mo><mfrac><mn>1</mn><mn>8</mn></mfrac></mrow></math>","<math><mrow><mi>f</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>=</mo><mfrac><mn>1</mn><mn>6</mn></mfrac></mrow></math>",2392,63,0.16
14,nemeth.brls,700,⠞⠀⠫⠕⠀⠠⠿⠠⠀⠠⠉⠷⠞⠾⠀⠫⠕⠀⠹⠂⠌⠂⠴⠼,"<math><mrow><mi>t</mi><mo stretchy=""false"">→</mo><mi>∞</mi><mo>,</mo><mo> </mo><mi>C</mi><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo><mo stretchy=""false"">→</mo><mfrac><mn>1</mn><mn>10</mn></mfrac></mrow></math>","<math><mrow><mi>t</mi><mo>∈</mo><mi>R</mi><mo>,</mo><mspace width=""0.5em""></mspace><mi>c</mi><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo><mo>∈</mo><mfrac><mn>1</mn><mn>10</mn></mfrac></mrow></math>",2411,97,0.16
15,nemeth.brls,96,⠹⠆⠲⠌⠂⠆⠂⠼,<math><mfrac><mn>24</mn><mn>121</mn></mfrac></math>,<math><mfrac><mn>2.5</mn><mn>125</mn></mfrac></math>,2384,28,0.16
16,nemeth.brls,1553,⠏⠰⠉⠀⠨⠅⠀⠹⠭⠰⠠⠁⠐⠬⠭⠰⠠⠃⠐⠌⠝⠰⠠⠁⠐⠬⠝⠰⠠⠃⠐⠼,<math><mrow><msub><mi>p</mi><mi>c</mi></msub><mo>=</mo><mfrac><mrow><msub><mi>x</mi><mi>A</mi></msub><mo>+</mo><msub><mi>x</mi><mi>B</mi></msub></mrow><mrow><msub><mi>n</mi><mi>A</mi></msub><mo>+</mo><msub><mi>n</mi><mi>B</mi></msub></mrow></mfrac></mrow></math>,"<math><mrow><mi>pcf</mi><mo>=</mo><mfrac><mrow><mi>x</mi><mo stretchy=""false"">.</mo><mi>a</mi><mo>+</mo><mi>x</mi><mo stretchy=""false"">.</mo><mi>b</mi></mrow><mrow><mi>n</mi><mo stretchy=""false"">.</mo><mi>a</mi><mo>+</mo><mi>n</mi><mo stretchy=""false"">.</mo><mi>b</mi></mrow></mfrac></mrow></math>",2430,127,0.16
17,nemeth.brls,920,⠤⠼⠒,<math><mrow><mo>−</mo><mn>3</mn></mrow></math>,<math><mn>−3</mn></math>,2373,13,0.16
18,nemeth.brls,965,⠼⠆⠘⠤⠒⠝⠐⠡⠹⠂⠌⠲⠼⠀⠨⠅⠀⠼⠆⠘⠝⠬⠆,<math><mrow><msup><mn>2</mn><mrow><mo>−</mo><mn>3</mn><mi>n</mi></mrow></msup><mo>⋅</mo><mfrac><mn>1</mn><mn>4</mn></mfrac><mo>=</mo><msup><mn>2</mn><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow></msup></mrow></math>,<math><mrow><msup><mn>2</mn><mrow><mo>−</mo><mn>3</mn><mi>n</mi></mrow></msup><mo>×</mo><mfrac><mn>1</mn><mn>4</mn></mfrac><mo>=</mo><msup><mn>2</mn><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow></msup></mrow></math>,2411,109,0.16
19,nemeth.brls,1316,⠗⠀⠨⠅⠀⠹⠝⠨⠠⠎⠷⠭⠽⠾⠤⠷⠨⠠⠎⠭⠾⠷⠨⠠⠎⠽⠾⠌⠜⠈⠷⠝⠨⠠⠎⠭⠘⠆⠐⠤⠷⠨⠠⠎⠭⠾⠘⠆⠐⠈⠾⠈⠷⠝⠨⠠⠎⠽⠘⠆⠐⠤⠷⠨⠠⠎⠽⠾⠘⠆⠐⠈⠾⠻⠼,"<math><mrow><mi>r</mi><mo>=</mo><mfrac><mrow><mi>n</mi><mi>Σ</mi><mo stretchy=""false"">(</mo><mi>x</mi><mi>y</mi><mo stretchy=""false"">)</mo><mo>−</mo><mo stretchy=""false"">(</mo><mi>Σ</mi><mi>x</mi><mo stretchy=""false"">)</mo><mo stretchy=""false"">(</mo><mi>Σ</mi><mi>y</mi><mo stretchy=""false"">)</mo></mrow><msqrt><mrow><mrow><mo>[</mo><mrow><mi>n</mi><mi>Σ</mi><msup><mi>x</mi><mn>2</mn></msup><mo>−</mo><msup><mrow><mo stretchy=""false"">(</mo><mi>Σ</mi><mi>x</mi><mo stretchy=""false"">)</mo></mrow><mn>2</mn></msup></mrow><mo>]</mo></mrow><mrow><mo>[</mo><mrow><mi>n</mi><mi>Σ</mi><msup><mi>y</mi><mn>2</mn></msup><mo>−</mo><msup><mrow><mo stretchy=""false"">(</mo><mi>Σ</mi><mi>y</mi><mo stretchy=""false"">)</mo></mrow><mn>2</mn></msup></mrow><mo>]</mo></mrow></mrow></msqrt></mfrac></mrow></math>","<math><mrow><mi>r</mi><mo>=</mo><mfrac><mrow><mi>n</mi><mi>Σ</mi><mo stretchy=""false"">(</mo><mi>x</mi><mi>y</mi><mo stretchy=""false"">)</mo><mo>−</mo><mo stretchy=""false"">(</mo><mi>Σ</mi><mi>x</mi><mo stretchy=""false"">)</mo><mo stretchy=""false"">(</mo><mi>Σ</mi><mi>y</mi><mo stretchy=""false"">)</mo></mrow><msqrt><mrow><mo stretchy=""false"">(</mo><mi>n</mi><mi>Σ</mi><msup><mi>x</mi><mn>2</mn></msup><mo>−</mo><msup><mo stretchy=""false"">(</mo><mi>Σ</mi><mi>x</mi><mo stretchy=""false"">)</mo><mn>2</mn></msup><mo stretchy=""false"">)</mo><mo stretchy=""false"">(</mo><mi>n</mi><mi>Σ</mi><msup><mi>y</mi><mn>2</mn></msup><mo>−</mo><msup><mo stretchy=""false"">(</mo><mi>Σ</mi><mi>y</mi><mo stretchy=""false"">)</mo><mn>2</mn></msup><mo stretchy=""false"">)</mo></mrow></msqrt></mfrac></mrow></math>",2516,335,0.16
20,nemeth.brls,1183,⠷⠒⠠⠀⠤⠴⠨⠢⠾,"<math><mrow><mo stretchy=""false"">(</mo><mn>3</mn><mo>,</mo><mo>−</mo><mn>0.5</mn><mo stretchy=""false"">)</mo></mrow></math>","<math><mrow><mo stretchy=""false"">(</mo><mn>3</mn><mtext> </mtext><mo>−</mo><mn>0.5</mn><mo stretchy=""false"">)</mo></mrow></math>",2384,58,0.16
21,nemeth.brls,1209,⠨⠠⠎⠰⠭⠀⠨⠅⠀⠜⠷⠖⠖⠨⠴⠔⠬⠂⠲⠨⠶⠢⠬⠶⠦⠨⠔⠒⠾⠻⠀⠨⠅⠀⠼⠂⠆⠨⠖⠲,"<math><mrow><msub><mo stretchy=""false"">∑</mo><mi>x</mi></msub><mrow><mo>=</mo><msqrt><mo>(</mo><mn>66.09</mn><mo>+</mo><mn>14.75</mn><mo>+</mo><mn>78.93</mn><mo>)</mo></msqrt><mo>=</mo><mn>12.64</mn></mrow></mrow></math>","<math><mrow><mi>Σ</mi><mi>x</mi><mo>=</mo><msqrt><mrow><mo stretchy=""false"">(</mo><mn>66</mn><mo>.</mo><mn>0</mn><mo>+</mo><mn>12</mn><mo>.</mo><mn>5</mn><mo>+</mo><mn>68</mn><mo>.</mo><mn>3</mn><mo stretchy=""false"">)</mo></mrow></msqrt><mo>=</mo><mn>12</mn><mo>.</mo><mn>62</mn></mrow></math>",2443,142,0.16
22,nemeth.brls,2042,⠼⠖⠆⠸⠲⠼⠢⠈⠴,<math><mtext>62.5%</mtext></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mn>62</mn><mtext>.</mtext><mn>0</mn></mrow></math>",2386,47,0.16
23,nemeth.brls,526,⠁⠀⠌⠨⠅⠀⠼⠴⠸⠲,<math><mrow><mi>a</mi><mo>≠</mo><mn>0</mn><mo>.</mo></mrow></math>,<math><mrow><mi>a</mi><mo>≠</mo><mn>0</mn><mtext>.</mtext></mrow></math>,2385,35,0.16
24,nemeth.brls,1714,⠉⠕⠎⠀⠷⠞⠾⠀⠌⠨⠅⠀⠼⠴⠠,"<math><mrow><mi>cos</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo><mo>≠</mo><mn>0</mn><mtext>,</mtext></mrow></math>","<math><mrow><mi>cos</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo><mo>=</mo><mn>0</mn><mtext>,</mtext></mrow></math>",2395,74,0.16
25,nemeth.brls,1803,⠳⠁⠃⠳⠀⠨⠅⠀⠳⠁⠳⠐⠳⠃⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">|</mo><mi>a</mi><mi>b</mi><mo data-mjx-texclass=""CLOSE"">|</mo></mrow><mo>=</mo><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">|</mo><mi>a</mi><mo data-mjx-texclass=""CLOSE"">|</mo></mrow><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">|</mo><mi>b</mi><mo data-mjx-texclass=""CLOSE"">|</mo></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mo>‖</mo><mi>a</mi><mi>b</mi><mo>‖</mo><mo>=</mo><mo>‖</mo><mi>a</mi><mo>‖</mo><mo>‖</mo><mi>b</mi><mo>‖</mo></mrow></math>",2396,89,0.16
26,nemeth.brls,1429,⠋⠷⠭⠾⠀⠨⠅⠀⠁⠹⠷⠭⠤⠭⠂⠾⠘⠏⠘⠰⠂⠐⠷⠭⠤⠭⠆⠾⠘⠏⠘⠰⠆⠐⠄⠄⠄⠷⠭⠤⠭⠰⠝⠐⠾⠘⠏⠘⠰⠝⠐⠌⠷⠭⠤⠧⠂⠾⠘⠟⠘⠰⠂⠐⠷⠭⠤⠧⠆⠾⠘⠟⠘⠰⠆⠐⠄⠄⠄⠷⠭⠤⠧⠰⠍⠐⠾⠘⠟⠘⠰⠝⠐⠼,"<math><mrow><mi>f</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>=</mo><mi>a</mi><mfrac><mrow><msup><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>x</mi><mn>1</mn></msub><mo stretchy=""false"">)</mo></mrow><msub><mi>p</mi><mn>1</mn></msub></msup><msup><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>x</mi><mn>2</mn></msub><mo stretchy=""false"">)</mo></mrow><msub><mi>p</mi><mn>2</mn></msub></msup><mo>⋯</mo><msup><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>x</mi><mi>n</mi></msub><mo stretchy=""false"">)</mo></mrow><msub><mi>p</mi><mi>n</mi></msub></msup></mrow><mrow><msup><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>v</mi><mn>1</mn></msub><mo stretchy=""false"">)</mo></mrow><msub><mi>q</mi><mn>1</mn></msub></msup><msup><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>v</mi><mn>2</mn></msub><mo stretchy=""false"">)</mo></mrow><msub><mi>q</mi><mn>2</mn></msub></msup><mo>⋯</mo><msup><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>v</mi><mi>m</mi></msub><mo stretchy=""false"">)</mo></mrow><msub><mi>q</mi><mi>n</mi></msub></msup></mrow></mfrac></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi>f</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>=</mo><mi>a</mi><mfrac><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>x</mi><mn>1</mn></msub><mo stretchy=""false"">)</mo><msup><mi>p</mi><msub><mn>1</mn><mi mathvariant=""italic"">r</mi></msub></msup><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>x</mi><mn>2</mn></msub><mo stretchy=""false"">)</mo><msup><mi>p</mi><msub><mn>2</mn><mi mathvariant=""italic"">r</mi></msub></msup><mo>⋯</mo><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>x</mi><mi>n</mi></msub><mo stretchy=""false"">)</mo><msup><mi>p</mi><msub><mi>n</mi><mi mathvariant=""italic"">r</mi></msub></msup></mrow><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>v</mi><mn>1</mn></msub><mo stretchy=""false"">)</mo><msup><mi>q</mi><msub><mn>1</mn><mi mathvariant=""italic"">r</mi></msub></msup><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>v</mi><mn>2</mn></msub><mo stretchy=""false"">)</mo><msup><mi>q</mi><msub><mn>2</mn><mi mathvariant=""italic"">r</mi></msub></msup><mo>⋯</mo><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><msub><mi>v</mi><mi>m</mi></msub><mo stretchy=""false"">)</mo><msup><mi>q</mi><msub><mi>m</mi><mi mathvariant=""italic"">r</mi></msub></msup></mrow></mfrac></mrow></math>",2554,569,0.16
27,nemeth.brls,395,⠰⠠⠏⠸⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>P</mi><mtext>.</mtext></math>",<math><mrow><mi>P</mi><mtext>.</mtext></mrow></math>,2378,23,0.16
28,nemeth.brls,1470,⠇⠕⠛⠒⠀⠷⠭⠾⠬⠒⠀⠨⠅⠀⠼⠆,<math><mrow><msub><mi>log</mi><mn>3</mn></msub><mrow><mo>(</mo><mi>x</mi><mo>)</mo></mrow><mo>+</mo><mn>3</mn><mo>=</mo><mn>2</mn></mrow></math>,"<math><mrow><mi>log</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>+</mo><mn>3</mn><mo>=</mo><mn>2</mn></mrow></math>",2395,79,0.16
29,nemeth.brls,1985,⠷⠎⠘⠂⠆⠐⠾⠘⠹⠒⠌⠲⠼,<math><msup><mrow><mo>(</mo><msup><mi>s</mi><mn>12</mn></msup><mo>)</mo></mrow><mfrac><mn>3</mn><mn>4</mn></mfrac></msup></math>,"<math><mrow><msup><mo stretchy=""false"">(</mo><msup><mi>S</mi><mn>12</mn></msup><mo stretchy=""false"">)</mo></msup><mfrac><mn>3</mn><mn>4</mn></mfrac></mrow></math>",2393,72,0.16
30,nemeth.brls,1443,⠠⠎⠞⠑⠏⠀⠼⠆⠀⠠⠍⠥⠇⠞⠊⠏⠇⠽⠀⠑⠁⠉⠓⠀⠞⠑⠗⠍⠀⠕⠋⠀⠞⠓⠑⠀⠑⠟⠥⠁⠞⠊⠕⠝⠀⠃⠽⠀⠞⠓⠑⠀⠠⠇⠠⠉⠠⠙⠠⠀⠁⠝⠙⠀⠎⠊⠍⠏⠇⠊⠋⠽⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle mathcolor=""blue""><mrow data-mjx-texclass=""ORD""><mtext>Step 2  Multiply each term of the equation by the LCD, and simplify.</mtext></mrow></mstyle></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mtext>Step 2 Multiply each term of the equation by the LCD and simplify.</mtext></math>",2498,43,0.16
31,nemeth.brls,2138,⠼⠒⠂⠨⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>31.4</mn></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>30.4</mn></math>",2377,31,0.16
32,nemeth.brls,712,⠷⠹⠂⠆⠌⠢⠆⠼⠾⠷⠹⠂⠌⠆⠼⠾⠀⠨⠅⠀⠷⠹⠖⠌⠢⠆⠼⠾,<math><mrow><mrow><mo>(</mo><mfrac><mn>12</mn><mn>52</mn></mfrac><mo>)</mo></mrow><mrow><mo>(</mo><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>)</mo></mrow><mo>=</mo><mrow><mo>(</mo><mfrac><mn>6</mn><mn>52</mn></mfrac><mo>)</mo></mrow></mrow></math>,<math><mrow><mrow><mo>(</mo><mfrac><mn>12</mn><mn>52</mn></mfrac><mo>)</mo></mrow><mrow><mo>(</mo><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>)</mo></mrow><mo>=</mo><mrow><mo>(</mo><mfrac><mn>6</mn><mn>52</mn></mfrac><mo>)</mo></mrow></mrow></math>,2422,122,0.16
33,nemeth.brls,2013,⠅⠷⠴⠾⠸⠲,"<math><mrow><mi>k</mi><mo stretchy=""false"">(</mo><mn>0</mn><mo stretchy=""false"">)</mo><mtext>.</mtext></mrow></math>","<math><mrow><mi>k</mi><mo stretchy=""false"">(</mo><mn>0</mn><mo stretchy=""false"">)</mo><mo>.</mo></mrow></math>",2380,45,0.16
34,nemeth.brls,159,⠋⠷⠤⠆⠾,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mi>f</mi><mo stretchy=""false"">(</mo><mo>−</mo><mn>2</mn><mo stretchy=""false"">)</mo></mstyle></math>","<math><mrow><mi>f</mi><mo stretchy=""false"">(</mo><mo>−</mo><mn>2</mn><mo stretchy=""false"">)</mo></mrow></math>",2378,47,0.16
35,nemeth.brls,1591,⠰⠭⠸⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mtext>.</mtext></math>",<math><mrow><mi>x</mi><mo>.</mo></mrow></math>,2376,21,0.16
36,nemeth.brls,315,⠼⠆⠂⠢,<math><mn>215</mn></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>203</mn></math>",2376,30,0.16
37,nemeth.brls,33,⠹⠠⠏⠁⠗⠞⠽⠀⠰⠠⠁⠀⠠⠎⠥⠗⠏⠇⠥⠎⠀⠠⠧⠕⠞⠑⠎⠀⠤⠀⠠⠏⠁⠗⠞⠽⠀⠰⠠⠃⠀⠠⠎⠥⠗⠏⠇⠥⠎⠀⠠⠧⠕⠞⠑⠎⠌⠠⠞⠕⠞⠁⠇⠀⠠⠧⠕⠞⠑⠎⠼⠀⠨⠅⠀⠹⠔⠤⠖⠌⠒⠢⠼⠀⠨⠅⠀⠹⠒⠌⠒⠢⠼⠀⠈⠱⠈⠱⠀⠼⠴⠨⠴⠦⠢⠶,<math><mrow><mfrac><mrow><mtext>Party A Surplus Votes </mtext><mo>−</mo><mtext> Party B Surplus Votes</mtext></mrow><mtext>Total Votes</mtext></mfrac><mo>=</mo><mfrac><mrow><mn>9</mn><mo>−</mo><mn>6</mn></mrow><mn>35</mn></mfrac><mo>=</mo><mfrac><mn>3</mn><mn>35</mn></mfrac><mo>≈</mo><mn>0.0857</mn></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mfrac><mrow><mtext>Party A Surplus Votes − Party B Surplus Votes</mtext></mrow><mrow><mtext>Total Votes</mtext></mrow></mfrac><mo>=</mo><mfrac><mrow><mn>4</mn><mo>−</mo><mn>6</mn></mrow><mn>30</mn></mfrac><mo>=</mo><mfrac><mn>3</mn><mn>30</mn></mfrac><mo>×</mo><mo>×</mo><mn>0.0833</mn></mrow></math>",2559,159,0.16
38,nemeth.brls,439,⠽⠀⠨⠅⠀⠏⠷⠭⠾⠸⠲,"<math><mrow><mi>y</mi><mo>=</mo><mi>p</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mtext>.</mtext></mrow></math>","<math><mrow><mi>y</mi><mo>=</mo><mi>p</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mtext>.</mtext></mrow></math>",2388,56,0.16
39,nemeth.brls,966,⠁⠀⠨⠂⠀⠼⠴⠸⠲,<math><mrow><mi>a</mi><mo>&gt;</mo><mn>0</mn><mo>.</mo></mrow></math>,<math><mrow><mi>a</mi><mo>≥</mo><mn>0</mn><mtext>.</mtext></mrow></math>,2383,35,0.16
40,nemeth.brls,1386,⠤⠼⠆⠸⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>−</mo><mn>2</mn><mtext>.</mtext></math>",<math><mrow><mn>−2.</mn></mrow></math>,2378,19,0.16
41,nemeth.brls,15,⠰⠠⠞⠠,"<math><mrow><mi>T</mi><mo>,</mo></mrow></math>",<math><mrow><mi>T</mi></mrow></math>,2376,17,0.16
42,nemeth.brls,401,⠹⠂⠢⠌⠜⠆⠢⠻⠼,<math><mfrac><mn>15</mn><msqrt><mn>25</mn></msqrt></mfrac></math>,<math><mfrac><mn>15</mn><msqrt><mn>25</mn></msqrt></mfrac></math>,2386,32,0.16
43,nemeth.brls,1542,⠤⠼⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>−</mo><mn>3</mn></math>",<math><mrow><mtext>−</mtext><mn>3</mn></mrow></math>,2373,26,0.16
44,nemeth.brls,1119,⠰⠠⠏⠸⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>P</mi><mtext>:</mtext></math>","<math><mrow><mi>P</mi><mo mathvariant=""italic"">3</mo></mrow></math>",2377,27,0.16
45,nemeth.brls,1768,⠇⠕⠛⠰⠃⠀⠼⠂⠴⠀⠨⠅⠀⠼⠆⠨⠒⠴⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>log</mi><mi>b</mi></msub><mo>⁡</mo><mn>10</mn><mo>=</mo><mn>2.303</mn></math>","<math><mrow><msub><mi>log</mi><mi>b</mi></msub><mo stretchy=""false"">(</mo><mn>10</mn><mo stretchy=""false"">)</mo><mo>=</mo><mn>1.303</mn></mrow></math>",2401,69,0.16
